Cre10.g457000.t1.1	g1003.t1	Peptidyl-prolyl cis-trans isomerase (rotamase), cyclophilin type [PMID: 15051864, PMID:15047905]; N-terminal domain contains modified RING Zinc-finger (U-box); no targeting peptide, probably cytosolic; similar to At5g67530 (AtCYP65)
Cre03.g178250.t1.2	g10040.t1	Mitochondrial NADH:ubiquinone oxidoreductase 13 kD subunit (NDUFS6-like) gi|34334024|gb|AAQ64639.1| [PMID: 15710684; PMID: 15450959]
Cre16.g664801.t1.1	g10042.t1	
Cre10.g454450.t1.1	g10043.t1	
Cre02.g147302.t1.1	g10044.t1	
Cre03.g200991.t1.1	g10045.t1	
Cre06.g285200.t1.1	g10046.t1	
Cre17.g746597.t1.1	g10047.t1	
Cre03.g158050.t1.1	g10048.t1	
Cre12.g498900.t1.2	g1004.t1	Cytosolic 80S ribosomal protein S7; Cytosolic 40S small ribosomal subunit protein S7
Cre12.g498900.t1.2	g1004.t2	Cytosolic 80S ribosomal protein S7; Cytosolic 40S small ribosomal subunit protein S7
Cre16.g676400.t1.2	g10050.t1	
Cre09.g392000.t1.1	g10053.t1	
Cre12.g514900.t1.2	g10056.t1	Mitochondrial import inner membrane translocase subunit of 10 kDa
Cre11.g477100.t1.2	g10058.t1	Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]. Similar to IgA-specific serine peptidase
Cre06.g292850.t1.2	g10064.t1	Homologous to eukaryotic CDC6; AAA+ superfamily ATPase
Cre17.g718250.t1.1	g10065.t1	
Cre01.g049950.t1.1	g10069.t1	
Cre12.g540550.t1.1	g1006.t1	
Cre02.g095101.t1.1	g10073.t1	
Cre09.g402100.t1.2	g10074.t1	
Cre16.g675450.t1.2	g10075.t1	
Cre12.g508050.t1.2	g10076.t1	
Cre16.g683550.t1.2	g10084.t1	
Cre03.g179100.t1.2	g10086.t1	
Cre16.g677600.t1.2	g10088.t1	
Cre08.g378000.t1.2	g1008.t1	
Cre06.g299300.t1.2	g10091.t1	Gamma tubulin [gi:1098639][gi:8928436] [PMID: 10223635}
Cre03.g188800.t1.1	g10092.t1	
Cre06.g275050.t1.1	g10093.t1	Putative gamma-glutamyl hydrolase, folate metabolism, ER targeting sequence predicted by Predotar.
Cre06.g275050.t1.1	g10093.t2	Putative gamma-glutamyl hydrolase, folate metabolism, ER targeting sequence predicted by Predotar.
Cre16.g669600.t1.1	g10094.t1	
Cre12.g513200.t1.2	g10097.t1	Enolase (ENO); phosphoenolpyruvate hydratase; 2-phosphoglycerate dehydratase; EC 4.2.1.11 [GI:18143, Dumont et al. (1993) Plant Sci. 89, 55-67]; a single gene, product localization unsure: an N-terminal extension also found in Dunaliella and At1g74030 pot
Cre03.g201439.t1.1	g100.t1	
Cre08.g360564.t1.2	g10100.t1	
Cre01.g044650.t1.2	g10101.t1	
Cre02.g099150.t1.2	g10104.t1	Adaptor protein that connects NSF to cis-SNARE complexes. Expressed Protein. Found in the flagellar proteome [PMID: 15998802]. Required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus. Previously annotates as SNAPA1
Cre13.g588550.t1.2	g10105.t1	Plasma membrane Qa-SNARE, Syx1/Sso1/Syntaxin1/Syp1 family (Qa.IV). Expressed Protein. Involved in Plasma Membrane trafficking. Class Q.IV SNARE, targeted to the plasma membrane (PMID: 17596510). Previously annotated as SYP1
Cre17.g698233.t1.1	g10106.t1	
Cre16.g665364.t1.1	g10109.t1	
Cre03.g160953.t1.2	g1010.t1	
Cre12.g521250.t1.2	g10111.t1	Putative mitochondrial ribosomal protein Ppe1, imported to mitochondria
Cre16.g661100.t1.2	g10113.t1	Serine/threonine protein kinase MAK (male germ cell-associated kinase, Mitogen-Activated Protein Kinase Homolog 7); downstream kinase in the canonical MAP kinase pathway; found in the flagellar proteome [PMID: 15998802]
Cre08.g375500.t1.2	g10115.t1	Glucosamine--fructose-6-phosphate aminotransferase (glucosamine-6-phosphate synthase) (hexosephosphate aminotransferase) [EC:2.6.1.16]; contains amidotransferase and phosphosugar isomerase domains; pathway: glutamate metabolism - aminosugars metabolism
Cre12.g539100.t1.1	g10118.t1	
Cre15.g635100.t1.2	g10119.t1	
Cre12.g532000.t1.1	g10120.t1	
Cre02.g078650.t1.1	g10121.t1	
Cre08.g375150.t1.1	g10122.t1	
Cre08.g375150.t1.1	g10122.t1	
Cre03.g151200.t1.2	g10123.t1	Conserved expressed protein
Cre10.g446100.t1.2	g10127.t1	Thioredoxin y chloroplast precursor, initially identified in Chlamydomonas [PMID: 12753911]; chloroplastic localization confirmed experimentally in Arabidopsis [PMID: 15531707] . TRX y could be involved in oxidative stress responses as it is the most effi
Cre12.g532600.t1.1	g10129.t1	Green-lineage conserved protein. Contains Rab GTPase activating domain. May have glucan 1,4-alpha-glucosidase activity
Cre03.g193000.t1.1	g10130.t1	
Cre03.g197750.t1.2	g10134.t1	Homologous to glutathione peroxidase from other organisms. Possibly mitochondrial (prediction programs)
Cre02.g116550.t1.2	g10137.t1	DnaJ-like protein, perhaps targeted to the chloroplast (contains N-terminal extension that is predicted by ChloroP to be chloroplast transit peptide); contains N-terminal J-domain (pfam00226) and NADPH:quinone reductase and related Zn-dependent oxidoreduc
Cre09.g387150.t1.2	g10138.t1	There are two HSF genes in genome; involved in stress response regulation
Cre06.g279400.t1.2	g10139.t1	
Cre07.g349966.t1.1	g10141.t1	
Cre05.g239100.t1.1	g10142.t1	
Cre08.g386050.t1.2	g10144.t1	
Cre06.g280200.t1.1	g10145.t1	
Cre05.g234100.t1.2	g10146.t1	Cytochrome P450, CYP197 superfamily. Previously annotated as CYP745A1
Cre03.g146467.t1.1	g10147.t1	Expressed Protein. Conserved protein similar to TRS31, a component of the TRAPP complex involved in ER to Golgi vesicle transport. Expressed Protein. Conserved protein similar to TRS31, a component of the TRAPP complex involved in ER to Golgi vesicle transport.
Cre09.g405900.t1.1	g10149.t1	
Cre03.g194100.t1.2	g10150.t1	MAPKKK3; MAP (Mitogen-Activated) Kinase Kinase Kinase Homolog 3; MEK Kinase 3; MAP3K3
Cre03.g144424.t1.1	g10151.t1	
Cre09.g409951.t1.1	g10152.t1	
Cre03.g207950.t1.2	g10155.t1	
Cre03.g168050.t1.2	g10156.t1	
Cre04.g216700.t1.2	g10158.t1	Major phosphate-repressible, calcium-dependent, secreted extracellular alkaline phosphatase [PMID: 8754684; PMID: 16400166] homolog of Volvox carteri PHOX [gi:4160586, PMID: 9880549]. Previously annotated as PHOX. Model may not be complete
Cre06.g311200.t1.1	g10159.t1	
Cre16.g650900.t1.1	g10161.t1	
Cre16.g650900.t1.1	g10161.t1	
Cre07.g344350.t1.2	g10164.t1	Serine peptidase (S26 family); processes thylakoid-imported proteins during translocation, removing signal peptide; homologous to bacterial type I signal peptidases
Cre16.g659400.t1.1	g10166.t1	
Cre12.g509300.t1.2	g10168.t1	
Cre03.g156150.t1.1	g1016.t1	
Cre02.g142350.t1.2	g10171.t1	
Cre03.g206800.t1.1	g10172.t1	Putative plastid hexose (glucose) transporter, based on similarity to putative plastid glucose transporters from maize (GenBank AAF74568), olive (GenBank AAK62031), tobacco (GenBank AAF74566), and potato (GenBank AAF74567)
Cre08.g382515.t1.1	g10174.t1	
Cre02.g117150.t1.2	g10176.t1	
Cre12.g516100.t1.2	g10177.t1	
Cre16.g674850.t1.1	g10178.t1	
Cre13.g573150.t1.1	g10179.t1	
Cre04.g219450.t1.2	g10180.t1	
Cre13.g574300.t1.1	g10183.t1	
Cre06.g282000.t1.1	g10184.t1	Pfam07036, SSIII, Starch synthase III ADP-glucose alpha-1,4 glucane alpha-4-glucanotransferase. This family represents a conserved region approximately 160 residues long that is repeated multiple times in plant starch synthase III (EC:2.4.1.21). Starch sy
Cre03.g190200.t1.2	g10185.t1	
Cre12.g528300.t1.1	g10186.t1	
Cre17.g727400.t1.1	g10187.t1	
Cre02.g113550.t1.2	g10188.t1	
Cre16.g664700.t1.2	g10190.t1	Mitochondrial protein Surfeit 1/SURF1/SHY1, required for expression of cytochrome oxidase. Probable mitochondrial inner membrane protein required for normal respiration, possible chaperone involved in assembly of cytochrome c oxidase; similar to SURF1 fro
Cre17.g741550.t1.2	g10192.t1	
Cre17.g741550.t1.2	g10192.t1	
Cre01.g033050.t1.1	g10193.t1	
Cre06.g287650.t1.2	g10196.t1	
Cre08.g375000.t1.1	g10197.t1	
Cre08.g375000.t1.1	g10197.t1	
Cre16.g680678.t1.1	g101.t1	RNase Z-like protein, beta-lactamase family
Cre07.g329700.t1.2	g10200.t1	26S proteasome regulatory complex, base subcomplex, ATPase RPT2 (subunit 4). Identified by Abe et al. 2004 [PMID: 15459796] as NSG9, a gene expressed during nitrogen-starved gametogenesis.
Cre03.g178950.t1.2	g10201.t1	
Cre10.g455500.t1.2	g10205.t1	
Cre09.g388986.t1.1	g10206.t1	
Cre01.g047600.t1.2	g10207.t1	
Cre16.g690095.t1.1	g10209.t1	
Cre08.g375200.t1.2	g10210.t1	
Cre10.g433750.t1.1	g10213.t1	Nuclear poly(A) polymerase
Cre12.g529600.t1.2	g10214.t1	DNA-directed RNA polymerase I subunit 1
Cre13.g568450.t1.1	g10219.t1	
Cre06.g269300.t1.2	g1021.t1	
Cre12.g499350.t1.2	g10220.t1	
Cre17.g742450.t1.1	g10221.t1	
Cre09.g389615.t1.1	g10222.t1	
Cre06.g296250.t1.1	g10223.t1	Lysyl-tRNA synthetase, may also be an aspartyl-tRNA synthetase
Cre12.g547850.t1.2	g10226.t1	
Cre06.g261350.t1.1	g10227.t1	
Cre12.g551550.t1.1	g10228.t1	
Cre03.g196950.t1.2	g10231.t1	
Cre01.g012200.t1.1	g10232.t1	
Cre09.g411100.t1.2	g10233.t1	Cytosolic 80S ribosomal protein S10; Cytosolic 40S small ribosomal subunit protein S10
Cre10.g450879.t1.2	g10234.t1	
Cre03.g171200.t1.2	g10237.t1	
Cre03.g171200.t1.2	g10237.t1	
Cre05.g239250.t1.2	g10238.t1	
Cre04.g217931.t1.1	g1023.t1	
Cre06.g281800.t1.2	g10240.t1	
Cre03.g150350.t1.1	g10244.t1	
Cre02.g088050.t1.2	g10245.t1	
Cre06.g301550.t1.2	g1024.t1	
Cre03.g164550.t1.2	g10250.t1	
Cre05.g234850.t1.1	g10251.t1	
Cre09.g401182.t1.1	g10252.t1	
Cre06.g277100.t1.2	g10253.t1	
Cre02.g116000.t1.1	g10254.t1	
Cre12.g529651.t1.1	g10255.t1	
Cre13.g566700.t1.1	g10256.t1	
Cre06.g291400.t1.1	g1025.t1	
Cre02.g145200.t1.1	g10260.t1	
Cre12.g535550.t1.1	g10264.t1	
Cre03.g152050.t1.2	g10265.t1	Glyoxal or galactose oxidase; possibly an inactive isoform: may lack the conserved Cys residue whose linkage to Tyr forms the metal-binding radical [PMID: 15581579]; the substrate of this family of oxidases is unsure, as the similarity is to both glyoxal -
Cre01.g002400.t1.1	g10266.t1	
Cre06.g285150.t1.2	g10267.t1	L-ascorbate peroxidase
Cre03.g164050.t1.1	g10268.t1	
Cre16.g650250.t1.2	g1026.t1	Replication-linked Histone H4
Cre10.g466500.t1.2	g10275.t1	
Cre03.g152100.t1.2	g10276.t1	Putative homologue of yeast 5'-3' exoribonucleases Xrn1p(cytoplasmic) and Rat1p (nuclear) [PMID: 18493045]
Cre09.g406800.t1.1	g10277.t1	Hypothetical Conserved Protein. Similar to the catalytic 18 kDa subunit of the ER signal peptidase. Involved in processing signal peptides from ER-targeting proteins
Cre02.g090700.t1.1	g10286.t1	Mitogen Activated Protein Kinase Kinase Kinase Homolog 8, putative
Cre12.g517900.t1.1	g10287.t1	SecA protein associated with import of proteins into chloroplast. Strong homology to SecA. Previously annotated as SECA1
Cre12.g516550.t1.2	g10289.t1	Beta-1,4-mannosyltransferase and glycosyl transferase, probably chitobiosyldiphosphodolichol beta-mannosyltransferase. Previously annotated as GTR16
Cre01.g039950.t1.2	g1028.t1	
Cre01.g039950.t1.2	g1028.t1	
Cre16.g695050.t1.2	g10290.t1	
Cre08.g364050.t1.2	g10293.t1	
Cre08.g377300.t1.1	g10294.t1	
Cre08.g377300.t1.1	g10294.t1	
Cre08.g377550.t1.2	g10295.t1	
Cre06.g254650.t1.2	g10298.t1	
Cre17.g732850.t1.2	g10299.t1	Mitochondrion-associated cytochrome c oxidase assembly factor SCO1/SenC; precursor of mitochondrial protein. Previously annotated as SCO1
Cre06.g266750.t1.2	g1029.t1	
Cre16.g680678.t1.1	g102.t1	RNase Z-like protein, beta-lactamase family
Cre09.g389550.t1.1	g10300.t1	DnaJ-like protein; probably cytosolic, since homologs in Arabidopsis (Q9LH49 and Q9FL54) are predicted to be cytosolic; contains J-domain (pfam00226) at N-terminus
Cre06.g278212.t1.1	g10301.t1	Conserved expressed protein of unknown function Conserved expressed protein of unknown function
Cre08.g376700.t1.2	g10302.t1	Catalyzes the first two steps of 5'-cap addition on mRNAs: removal of the terminal 5'-phosphate and 5'-addition of a guanosine residue with formation of a 5'-ppp-5' linkage. Although the two activities are found on two separate polypeptides in yeast, they
Cre02.g104650.t1.1	g10303.t1	
Cre16.g665364.t1.1	g10304.t1	
Cre02.g091550.t1.2	g10305.t1	
Cre02.g096000.t1.1	g10306.t1	
Cre16.g650300.t1.2	g10307.t1	Replication-linked Histone H3
Cre06.g272900.t1.2	g10308.t1	
Cre05.g240150.t1.2	g10309.t1	
Cre12.g528350.t1.2	g10313.t1	
Cre08.g370850.t1.1	g10314.t1	
Cre09.g405900.t1.1	g10316.t1	
Cre05.g243150.t1.1	g10318.t1	
Cre12.g525650.t1.2	g10319.t1	Cysteine desulfurase involved in iron-sulfur cluster biogenesis under oxidative stress and Fe limitation; likely localized to plastid, SufS/NifS homology; Related to iscS; involved in thiamine and molybdopterin biosynthesis; related to cyanobacterial type
Cre01.g017200.t1.2	g10320.t1	Peptidyl-prolyl cis-trans isomerase, FKBP-type. Contains 2 (or 3?) N-terminal domains similar to FKBP-type peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) (PPiase) (Rotamase); C-terminal TPR repeats; calmodulin-binding domain, nuclear localization signa
Cre03.g205600.t1.2	g10321.t1	
Cre02.g147850.t1.2	g10322.t1	Similar to eubacterial ClpY (HslU), ATP-dependent subunit of the HslUV protease; probably mitochondrial, because of TargetP prediction and presence of a peptide in the mitochondrial proteome survey
Cre17.g741000.t1.2	g10325.t1	
Cre03.g183850.t1.2	g10326.t1	Fe2S2 containing redox protein, predicted chloroplast localization [PMID: 19586916]
Cre07.g330300.t1.2	g10327.t1	
Cre16.g664350.t1.2	g10328.t1	
Cre15.g641875.t1.1	g10330.t1	
Cre03.g189950.t1.2	g10331.t1	HOP (or Sti1 in yeast) is a cytosolic protein that mediates the interaction between HSP90 and HSP70 via TPR domains; these bind to the EEVD motifs present in cytosolic HSP90 and HSP70 [PMID: 8423808]
Cre02.g079600.t1.2	g10332.t1	
Cre17.g705000.t1.2	g10333.t1	Calcium-dependent Protein Kinase Homolog 1; found in the flagellar proteome as FAP223 [PMID: 15998802]
Cre06.g287600.t1.1	g10335.t1	
Cre10.g444550.t1.2	g10337.t1	SppA, protease IV, signal peptide peptidase, serine endopeptidase of S49 family (ClpP clan); contains 2 functional S49 domains; probably associated with thylakoid membrane and involved in cleavage of membrane proteins or signal peptide; called SPPA1-1 in -
Cre12.g542000.t1.1	g10338.t1	
Cre07.g326150.t1.1	g10339.t1	
Cre16.g650250.t1.2	g1033.t1	Replication-linked Histone H4
Cre09.g408851.t1.1	g10340.t1	
Cre03.g182300.t1.1	g10341.t1	
Cre09.g387393.t1.1	g10343.t1	
Cre09.g387393.t1.1	g10343.t2	
Cre12.g485050.t1.2	g10344.t1	Chloroplast stroma carbonic anhydrase. The inorganic carbon-concentrating mechanism has been reviewed by Spalding 2008 [PMID: 17597098].
Cre10.g426350.t1.1	g10345.t1	
Cre07.g313500.t1.2	g10347.t1	
Cre10.g435250.t1.1	g10348.t1	
Cre17.g709950.t1.2	g1034.t1	
Cre17.g709950.t1.2	g1034.t2	
Cre05.g242000.t1.2	g10351.t1	Magnesium-chelatase subunit chlD, chloroplast precursor (Mg-protoporphyrin IX chelatase) (Mg-chelatase subunit D); orthologous to the bacterial magnesium chelatase subunits BchD, and other plant magnesium chelatase subunits ChlD; [PMID: 9359397]. Forms an
Cre16.g680230.t1.1	g10353.t1	Expressed Protein. Conserved protein similar to SEC61 gamma subunit involved in ER protein translocation. Early zygote expressed protein activated upon fus mating [PMID: 18487630] Expressed Protein. Conserved protein similar to SEC61 gamma subunit involved in ER protein translocation. Early zygote expressed protein activated upon fus mating [PMID: 18487630]
Cre02.g108850.t1.2	g10354.t1	Chloroplast ribosomal protein L17, imported to chloroplast; Chloroplast large ribosomal subunit protein L17
Cre07.g321650.t1.2	g10355.t1	Homologous to cyclin L; possible role in transcription
Cre14.g630500.t1.2	g10356.t1	
Cre14.g630500.t1.2	g10356.t1	
Cre12.g486209.t1.1	g10359.t1	
Cre10.g442450.t1.2	g10360.t1	
Cre12.g508250.t1.1	g10366.t1	
Cre16.g659400.t1.1	g10367.t1	
Cre06.g277100.t1.2	g10368.t1	
Cre10.g436100.t1.1	g10369.t1	Mixed lineage protein kinase with a GAF domain, which is a domain present in phytochrome and CGMP-specific phosphodiesterases. A serine/threonine protein kinase which has a GAF domain, a potential chromophore binding domain.
Cre08.g360801.t1.1	g1036.t1	
Cre08.g360801.t1.1	g1036.t2	
Cre16.g673650.t1.1	g10371.t1	Minor chlorophyll a-b binding protein of photosystem II. Included among genes whose expression levels changed significantly during hydrogen production in sulfur-deficient cells; Nguyen et al. 2008 [PMID: 18708561]. Protein product also known as CP26
Cre08.g374050.t1.2	g10372.t1	Homologous to eukaryotic DNA polymerase delta, small subunit. Involved in DNA replication; a class B polymerase. See Burgers et al. (2001) (PMID: 11579108). Previously annotated as POLD2
Cre02.g106850.t1.2	g10373.t1	
Cre06.g306950.t1.1	g10375.t1	Serine/Threonine protein kinase. Previously annotated as STPK15
Cre03.g201776.t1.1	g10376.t1	
Cre06.g310450.t1.2	g10377.t1	
Cre10.g443550.t1.2	g10378.t1	
Cre14.g619133.t1.1	g10382.t1	
Cre07.g324400.t1.2	g10384.t1	Hypothetical Conserved Protein. Similar to VPS24, SNF7-domain protein, component of the ESCRT-III complex involved in the ubiquitin-mediated internalization into the multi-vesicular bodies (late endosomes)
Cre08.g376950.t1.1	g10385.t1	Matrix metalloproteinase belonging to the M11 peptidase family
Cre01.g010832.t1.1	g10386.t1	
Cre17.g744147.t1.1	g10389.t1	
Cre09.g403034.t1.1	g1038.t1	
Cre11.g476050.t1.2	g10390.t1	Flagellar outer arm dynein heavy chain gamma, also known as PF28. An ATPase/microtubule motor containing IQ motifs in N-terminal region and is phosphorylated on AAA domain. Previously annotated as ODA2
Cre09.g405900.t1.1	g10391.t1	
Cre07.g337650.t1.2	g10392.t1	Alpha subunit of the E1 component of the mitochondrial pyruvate dehydrogenase complex (mtPDC), that catalyzes the oxidative decarboxylation of pyruvate, yielding acetyl-CoA and NADH to support the Krebs cycle and oxidative phosphorylation
Cre01.g052250.t1.2	g10393.t1	Thioredoxin x, chloroplast precursor [PMID: 12753911]. Chloroplastic localization confirmed experimentally in Arabidopsis. TRXx could be involved in oxidative stress responses as it is the most efficient chloroplastic TRX for reduction of 2-cys Peroxiredo
Cre02.g095400.t1.2	g10394.t1	
Cre14.g633750.t1.1	g10396.t1	Importin beta-3 homolog. Previously annotated as IPB2, but this conflicts with importin beta-2 homolog
Cre14.g633750.t1.1	g10396.t2	Importin beta-3 homolog. Previously annotated as IPB2, but this conflicts with importin beta-2 homolog
Cre14.g633750.t1.1	g10396.t3	Importin beta-3 homolog. Previously annotated as IPB2, but this conflicts with importin beta-2 homolog
Cre14.g633750.t1.1	g10396.t4	Importin beta-3 homolog. Previously annotated as IPB2, but this conflicts with importin beta-2 homolog
Cre10.g457450.t1.1	g10397.t1	
Cre06.g262450.t1.1	g10398.t1	
Cre14.g608452.t1.1	g10399.t1	
Cre14.g608452.t1.1	g10399.t1	
Cre03.g169500.t1.2	g10400.t1	
Cre07.g352350.t1.2	g10402.t1	
Cre07.g352350.t1.2	g10402.t2	
Cre01.g055408.t1.1	g10403.t1	
Cre07.g336050.t1.2	g10404.t1	
Cre12.g519000.t1.1	g10405.t1	Phosphoribosylanthranilate isomerase involved in tryptophan biosynthesis. Previously annotated as ASB2
Cre16.g688750.t1.2	g10408.t1	
Cre17.g722150.t1.2	g10409.t1	Similar to chalcone and stilbene synthases; plant-specific polyketide synthases (PKS) and related enzymes, also called type III PKSs. PKS generate an array of different products, dependent on the nature of the starter molecule. They share a common chemica
Cre08.g375450.t1.2	g1040.t1	
Cre03.g195350.t1.1	g10410.t1	Hypothetical conserved protein similar to Protein-L-isoaspartate(D-aspartate) O-methyltransferase proteins. Previously annotated as PIMT1
Cre03.g169400.t1.2	g10411.t1	UDP-D-glucuronic acid decarboxylase or dTDP-glucose 4,6-dehydratase. This is an NAD dependent epimerase/dehydratase family protein (see NED series)
Cre12.g548350.t1.2	g10412.t1	
Cre01.g029200.t1.1	g10413.t1	Separase homolog; Protease that cleaves cohesin proteins to initiate anaphase
Cre06.g297016.t1.1	g10416.t1	
Cre06.g297016.t1.1	g10416.t2	
Cre01.g027200.t1.2	g10417.t1	
Cre08.g384864.t1.2	g1041.t1	
Cre16.g671250.t1.2	g10420.t1	
Cre07.g350926.t1.1	g10425.t1	
Cre13.g604750.t1.2	g10426.t1	
Cre01.g007200.t1.2	g10427.t1	
Cre10.g424250.t1.2	g10428.t1	Flagellar Associated Protein; found in the flagellar proteome [PMID: 15998802]; in basal body proteome as BUG13 [PMID: 15964273]. Transcript upregulated during flagellar regeneration [PMID: 15738400]
Cre13.g562450.t1.2	g10432.t1	Importin beta, RAN-binding protein 7. Previously annotated as ITN7
Cre12.g519450.t1.1	g10433.t1	
Cre08.g370350.t1.2	g10435.t1	
Cre12.g538950.t1.2	g10436.t1	
Cre12.g536800.t1.2	g10437.t1	Conserved expressed protein of unknown function; similar to protein of unknown function in Arabidopsis and rice
Cre07.g314650.t1.2	g10439.t1	Chloroplast RecA recombination protein and early zygote expressed protein [PMID: 18487630]. Previously annotated as RECA
Cre10.g452800.t1.2	g10440.t1	Low-CO2 inducible protein (identical to BAD16683, PMID: 15235119); homologous to LCIC; TargetP prediction: Chloroplast (confidence: 5); regulated by CCM1. Mutations in this gene include mutants pmp1 (Spalding et al., 1983 [PMID: 16663206]) and ad1 (Wang -
Cre03.g176400.t1.1	g10441.t1	
Cre05.g243150.t1.1	g10442.t1	
Cre16.g653700.t1.1	g10443.t1	
Cre06.g299800.t1.2	g10444.t1	
Cre02.g119050.t1.1	g10446.t1	Carboxyesterase-related protein, conserved protein of unknown function; contains esterase/lipase/thioesterase domain and predicted N-terminal signal peptide. Similar to an Arabidopsis At1g26120 hypothetical protein with a carboxylesterase domain encoded b
Cre03.g204689.t1.1	g10447.t1	Similar to calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase IB from Rattus norvegicus.
Cre06.g308850.t1.2	g10448.t1	
Cre06.g309050.t1.2	g10449.t1	Putative homolog of not2 in yeast: general negative regulator of transcription subunit 2
Cre16.g686100.t1.1	g10452.t1	
Cre03.g192550.t1.1	g10453.t1	Part of MRE11-RAD50-NBS1 complex. Functions in DNA damage repair and signaling.
Cre03.g192550.t1.1	g10453.t2	Part of MRE11-RAD50-NBS1 complex. Functions in DNA damage repair and signaling.
Cre19.g751197.t1.1	g10454.t1	
Cre06.g279150.t1.2	g10456.t1	
Cre02.g090150.t1.2	g10457.t1	Pantothenate synthetase; Pantoate-beta-alanine ligase. Previously annotated as PANC
Cre03.g174950.t1.1	g10458.t1	
Cre03.g174950.t1.1	g10458.t1	
Cre03.g200543.t1.1	g10459.t1	Mitochondrial substrate carrier protein. Previously annotated as MITC5 Mitochondrial substrate carrier protein. Previously annotated as MITC5
Cre16.g656650.t1.1	g1045.t1	
Cre16.g656650.t1.1	g1045.t2	
